id,parent_project_id,project_id,rfd_ref_no,transaction_type,transaction_date,value,currency,value_date,description,provider_org,receiver_org,disbursement_channel,sector,recipient_country,recipient_region,narrative,aid_type,tied_status,transaction_code,disbursement_channel_code,flow_type,finance_type
1000000061_0010428200611048_10-08-2004-00:00:00_Disbursement,1100000362,1000000061,0010428200611048,Disbursement,2004-10-08T00:00:00.000Z,1261067.63,BEF,2004-10-08T00:00:00.000Z,1000000061 G-B-B2-5-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,NA,ESA,1000000061 0010428200611048 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000061_0010431400611049_11-09-2004-00:00:00_Disbursement,1100000362,1000000061,0010431400611049,Disbursement,2004-11-09T00:00:00.000Z,754678.44,BEF,2004-11-09T00:00:00.000Z,1000000061 G-B-B2-5-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,NA,ESA,1000000061 0010431400611049 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000061_0019518800611001_07-07-1995-00:00:00_Disbursement,1100000362,1000000061,0019518800611001,Disbursement,1995-07-07T00:00:00.000Z,3999800.0,BEF,1995-07-07T00:00:00.000Z,1000000061 G-B-B2-5-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,NA,ESA,1000000061 0019518800611001 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000061_0010224800611041_09-05-2002-00:00:00_Disbursement,1100000362,1000000061,0010224800611041,Disbursement,2002-09-05T00:00:00.000Z,1870961.46,BEF,2002-09-05T00:00:00.000Z,1000000061 G-B-B2-5-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,NA,ESA,1000000061 0010224800611041 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000061_0019729600611016_10-23-1997-00:00:00_Disbursement,1100000362,1000000061,0019729600611016,Disbursement,1997-10-23T00:00:00.000Z,1075202.0,BEF,1997-10-23T00:00:00.000Z,1000000061 G-B-B2-5-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,NA,ESA,1000000061 0019729600611016 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000061_0019714800611010_05-28-1997-00:00:00_Disbursement,1100000362,1000000061,0019714800611010,Disbursement,1997-05-28T00:00:00.000Z,1861427.33,BEF,1997-05-28T00:00:00.000Z,1000000061 G-B-B2-5-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,NA,ESA,1000000061 0019714800611010 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000061_0019905700611029_02-26-1999-00:00:00_Disbursement,1100000362,1000000061,0019905700611029,Disbursement,1999-02-26T00:00:00.000Z,773648.0,BEF,1999-02-26T00:00:00.000Z,1000000061 G-B-B2-5-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,NA,ESA,1000000061 0019905700611029 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000061_0019706600611008_03-07-1997-00:00:00_Disbursement,1100000362,1000000061,0019706600611008,Disbursement,1997-03-07T00:00:00.000Z,741682.0,BEF,1997-03-07T00:00:00.000Z,1000000061 G-B-B2-5-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,NA,ESA,1000000061 0019706600611008 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000061_0019809200611020_04-02-1998-00:00:00_Disbursement,1100000362,1000000061,0019809200611020,Disbursement,1998-04-02T00:00:00.000Z,3140133.49,BEF,1998-04-02T00:00:00.000Z,1000000061 G-B-B2-5-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,NA,ESA,1000000061 0019809200611020 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000061_0019930000611032_10-27-1999-00:00:00_Disbursement,1100000362,1000000061,0019930000611032,Disbursement,1999-10-27T00:00:00.000Z,388055.0,BEF,1999-10-27T00:00:00.000Z,1000000061 G-B-B2-5-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,NA,ESA,1000000061 0019930000611032 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000061_0010032900611038_11-24-2000-00:00:00_Disbursement,1100000362,1000000061,0010032900611038,Disbursement,2000-11-24T00:00:00.000Z,1954558.78,BEF,2000-11-24T00:00:00.000Z,1000000061 G-B-B2-5-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,NA,ESA,1000000061 0010032900611038 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000064__12-04-1997-00:00:00_Commitment,1000000064,1000000064,,Commitment,1997-12-04T00:00:00.000Z,0.0,BEF,1997-12-04T00:00:00.000Z,1000000064 G-B-B2-8-,IFAD,FONDS VOOR ONTWIKKELINGS SAMENWERKING,Money is disbursed through central Ministry of Finance or Treasury,,BE,ESA,1000000064 GRANTS,C01, ,2,1,20,110
1000000065__12-04-1997-00:00:00_Commitment,1100001023,1000000065,,Commitment,1997-12-04T00:00:00.000Z,1000000.0,USD,1997-12-04T00:00:00.000Z,1000000065 G-B-B2-8-A,IFAD,FONDS VOOR ONTWIKKELINGS SAMENWERKING,Money is disbursed through central Ministry of Finance or Treasury,,BE,ESA,1000000065 GRANTS,C01, ,2,1,20,110
1000000065_0019914000651001_05-20-1999-00:00:00_Disbursement,1100001023,1000000065,0019914000651001,Disbursement,1999-05-20T00:00:00.000Z,250000.0,USD,1999-05-20T00:00:00.000Z,1000000065 G-B-B2-8-A,IFAD,FONDS VOOR ONTWIKKELINGS SAMENWERKING,Money is disbursed through central Ministry of Finance or Treasury,,BE,ESA,1000000065 0019914000651001 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000065_0010108600651004_03-27-2001-00:00:00_Disbursement,1100001023,1000000065,0010108600651004,Disbursement,2001-03-27T00:00:00.000Z,143912.7,USD,2001-03-27T00:00:00.000Z,1000000065 G-B-B2-8-A,IFAD,FONDS VOOR ONTWIKKELINGS SAMENWERKING,Money is disbursed through central Ministry of Finance or Treasury,,BE,ESA,1000000065 0010108600651004 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000065_0010509700651009_04-07-2005-00:00:00_Disbursement,1100001023,1000000065,0010509700651009,Disbursement,2005-04-07T00:00:00.000Z,103480.45,USD,2005-04-07T00:00:00.000Z,1000000065 G-B-B2-8-A,IFAD,FONDS VOOR ONTWIKKELINGS SAMENWERKING,Money is disbursed through central Ministry of Finance or Treasury,,BE,ESA,1000000065 0010509700651009 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000065_0010321100651007_07-30-2003-00:00:00_Disbursement,1100001023,1000000065,0010321100651007,Disbursement,2003-07-30T00:00:00.000Z,91167.1,USD,2003-07-30T00:00:00.000Z,1000000065 G-B-B2-8-A,IFAD,FONDS VOOR ONTWIKKELINGS SAMENWERKING,Money is disbursed through central Ministry of Finance or Treasury,,BE,ESA,1000000065 0010321100651007 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000065_0010203700651005_02-06-2002-00:00:00_Disbursement,1100001023,1000000065,0010203700651005,Disbursement,2002-02-06T00:00:00.000Z,230880.0,USD,2002-02-06T00:00:00.000Z,1000000065 G-B-B2-8-A,IFAD,FONDS VOOR ONTWIKKELINGS SAMENWERKING,Money is disbursed through central Ministry of Finance or Treasury,,BE,ESA,1000000065 0010203700651005 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000065_0010416900651008_06-17-2004-00:00:00_Disbursement,1100001023,1000000065,0010416900651008,Disbursement,2004-06-17T00:00:00.000Z,28810.18,USD,2004-06-17T00:00:00.000Z,1000000065 G-B-B2-8-A,IFAD,FONDS VOOR ONTWIKKELINGS SAMENWERKING,Money is disbursed through central Ministry of Finance or Treasury,,BE,ESA,1000000065 0010416900651008 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000065_0019936200651003_12-28-1999-00:00:00_Disbursement,1100001023,1000000065,0019936200651003,Disbursement,1999-12-28T00:00:00.000Z,105525.05,USD,1999-12-28T00:00:00.000Z,1000000065 G-B-B2-8-A,IFAD,FONDS VOOR ONTWIKKELINGS SAMENWERKING,Money is disbursed through central Ministry of Finance or Treasury,,BE,ESA,1000000065 0019936200651003 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000065_0019934200651006_12-08-1999-00:00:00_Disbursement,1100001023,1000000065,0019934200651006,Disbursement,1999-12-08T00:00:00.000Z,46224.52,USD,1999-12-08T00:00:00.000Z,1000000065 G-B-B2-8-A,IFAD,FONDS VOOR ONTWIKKELINGS SAMENWERKING,Money is disbursed through central Ministry of Finance or Treasury,,BE,ESA,1000000065 0019934200651006 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000067___Commitment,1000000067,1000000067,,Commitment,,0.0,EUR,,1000000067 G-B-BE-17-,IFAD,"MINISTRY OF FINANCE, PERMANENT SECRETARY",Money is disbursed through central Ministry of Finance or Treasury,,TZ,NEN,1000000067 GRANTS,C01, ,2,1,20,110
1000000071___Commitment,1100001184,1000000071,,Commitment,,3607780.99,EUR,,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 GRANTS,C01, ,2,1,20,110
1000000071_0010530000711006_10-27-2005-00:00:00_Disbursement,1100001184,1000000071,0010530000711006,Disbursement,2005-10-27T00:00:00.000Z,44126.49,EUR,2005-10-27T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010530000711006 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010920300711042_07-22-2009-00:00:00_Disbursement,1100001184,1000000071,0010920300711042,Disbursement,2009-07-22T00:00:00.000Z,37729.72,EUR,2009-07-22T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010920300711042 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010816800711032_06-16-2008-00:00:00_Disbursement,1100001184,1000000071,0010816800711032,Disbursement,2008-06-16T00:00:00.000Z,101019.02,EUR,2008-06-16T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010816800711032 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010903600711038_02-05-2009-00:00:00_Disbursement,1100001184,1000000071,0010903600711038,Disbursement,2009-02-05T00:00:00.000Z,90510.44,EUR,2009-02-05T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010903600711038 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010710800711018_04-18-2007-00:00:00_Disbursement,1100001184,1000000071,0010710800711018,Disbursement,2007-04-18T00:00:00.000Z,14563.07,EUR,2007-04-18T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010710800711018 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010719100711027_07-10-2007-00:00:00_Disbursement,1100001184,1000000071,0010719100711027,Disbursement,2007-07-10T00:00:00.000Z,182935.03,EUR,2007-07-10T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010719100711027 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010921600711043_08-04-2009-00:00:00_Disbursement,1100001184,1000000071,0010921600711043,Disbursement,2009-08-04T00:00:00.000Z,27741.56,EUR,2009-08-04T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010921600711043 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0011004000711044_02-09-2010-00:00:00_Disbursement,1100001184,1000000071,0011004000711044,Disbursement,2010-02-09T00:00:00.000Z,35492.63,EUR,2010-02-09T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0011004000711044 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010436500711002_12-30-2004-00:00:00_Disbursement,1100001184,1000000071,0010436500711002,Disbursement,2004-12-30T00:00:00.000Z,37395.56,EUR,2004-12-30T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010436500711002 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010710800711017_04-18-2007-00:00:00_Disbursement,1100001184,1000000071,0010710800711017,Disbursement,2007-04-18T00:00:00.000Z,23425.47,EUR,2007-04-18T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010710800711017 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010902100711037_01-21-2009-00:00:00_Disbursement,1100001184,1000000071,0010902100711037,Disbursement,2009-01-21T00:00:00.000Z,23253.81,EUR,2009-01-21T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010902100711037 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010826000711034_09-16-2008-00:00:00_Disbursement,1100001184,1000000071,0010826000711034,Disbursement,2008-09-16T00:00:00.000Z,41870.01,EUR,2008-09-16T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010826000711034 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010732000711029_11-16-2007-00:00:00_Disbursement,1100001184,1000000071,0010732000711029,Disbursement,2007-11-16T00:00:00.000Z,141581.13,EUR,2007-11-16T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010732000711029 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010728300711028_10-10-2007-00:00:00_Disbursement,1100001184,1000000071,0010728300711028,Disbursement,2007-10-10T00:00:00.000Z,49816.45,EUR,2007-10-10T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010728300711028 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010614600711009_05-26-2006-00:00:00_Disbursement,1100001184,1000000071,0010614600711009,Disbursement,2006-05-26T00:00:00.000Z,80913.8,EUR,2006-05-26T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010614600711009 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010909000711041_03-31-2009-00:00:00_Disbursement,1100001184,1000000071,0010909000711041,Disbursement,2009-03-31T00:00:00.000Z,35555.78,EUR,2009-03-31T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010909000711041 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010712800711022_05-08-2007-00:00:00_Disbursement,1100001184,1000000071,0010712800711022,Disbursement,2007-05-08T00:00:00.000Z,103013.23,EUR,2007-05-08T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010712800711022 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010620600711011_07-25-2006-00:00:00_Disbursement,1100001184,1000000071,0010620600711011,Disbursement,2006-07-25T00:00:00.000Z,174038.38,EUR,2006-07-25T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010620600711011 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010625000711012_09-07-2006-00:00:00_Disbursement,1100001184,1000000071,0010625000711012,Disbursement,2006-09-07T00:00:00.000Z,55500.35,EUR,2006-09-07T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010625000711012 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010619900711010_07-18-2006-00:00:00_Disbursement,1100001184,1000000071,0010619900711010,Disbursement,2006-07-18T00:00:00.000Z,82219.3,EUR,2006-07-18T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010619900711010 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010630700711014_11-03-2006-00:00:00_Disbursement,1100001184,1000000071,0010630700711014,Disbursement,2006-11-03T00:00:00.000Z,81303.17,EUR,2006-11-03T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010630700711014 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010633900711015_12-05-2006-00:00:00_Disbursement,1100001184,1000000071,0010633900711015,Disbursement,2006-12-05T00:00:00.000Z,53966.85,EUR,2006-12-05T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010633900711015 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010710800711020_04-18-2007-00:00:00_Disbursement,1100001184,1000000071,0010710800711020,Disbursement,2007-04-18T00:00:00.000Z,25826.49,EUR,2007-04-18T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010710800711020 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010828400711035_10-10-2008-00:00:00_Disbursement,1100001184,1000000071,0010828400711035,Disbursement,2008-10-10T00:00:00.000Z,40884.9,EUR,2008-10-10T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010828400711035 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010907900711040_03-20-2009-00:00:00_Disbursement,1100001184,1000000071,0010907900711040,Disbursement,2009-03-20T00:00:00.000Z,43718.59,EUR,2009-03-20T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010907900711040 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010520900711004_07-28-2005-00:00:00_Disbursement,1100001184,1000000071,0010520900711004,Disbursement,2005-07-28T00:00:00.000Z,171411.75,EUR,2005-07-28T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010520900711004 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010813300711031_05-12-2008-00:00:00_Disbursement,1100001184,1000000071,0010813300711031,Disbursement,2008-05-12T00:00:00.000Z,161126.16,EUR,2008-05-12T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010813300711031 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010236500711001_12-31-2002-00:00:00_Disbursement,1100001184,1000000071,0010236500711001,Disbursement,2002-12-31T00:00:00.000Z,238391.12,EUR,2002-12-31T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010236500711001 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010719100711026_07-10-2007-00:00:00_Disbursement,1100001184,1000000071,0010719100711026,Disbursement,2007-07-10T00:00:00.000Z,18942.12,EUR,2007-07-10T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010719100711026 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010604500711007_02-14-2006-00:00:00_Disbursement,1100001184,1000000071,0010604500711007,Disbursement,2006-02-14T00:00:00.000Z,210119.37,EUR,2006-02-14T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010604500711007 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010525600711005_09-13-2005-00:00:00_Disbursement,1100001184,1000000071,0010525600711005,Disbursement,2005-09-13T00:00:00.000Z,39875.18,EUR,2005-09-13T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010525600711005 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010835900711036_12-24-2008-00:00:00_Disbursement,1100001184,1000000071,0010835900711036,Disbursement,2008-12-24T00:00:00.000Z,59448.14,EUR,2008-12-24T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010835900711036 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010719100711025_07-10-2007-00:00:00_Disbursement,1100001184,1000000071,0010719100711025,Disbursement,2007-07-10T00:00:00.000Z,21145.97,EUR,2007-07-10T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010719100711025 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010802300711030_01-23-2008-00:00:00_Disbursement,1100001184,1000000071,0010802300711030,Disbursement,2008-01-23T00:00:00.000Z,117840.05,EUR,2008-01-23T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010802300711030 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010712800711021_05-08-2007-00:00:00_Disbursement,1100001184,1000000071,0010712800711021,Disbursement,2007-05-08T00:00:00.000Z,61259.39,EUR,2007-05-08T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010712800711021 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010626500711013_09-22-2006-00:00:00_Disbursement,1100001184,1000000071,0010626500711013,Disbursement,2006-09-22T00:00:00.000Z,90186.93,EUR,2006-09-22T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010626500711013 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010710800711019_04-18-2007-00:00:00_Disbursement,1100001184,1000000071,0010710800711019,Disbursement,2007-04-18T00:00:00.000Z,23241.85,EUR,2007-04-18T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010710800711019 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0011108400711047_03-25-2011-00:00:00_Disbursement,1100001184,1000000071,0011108400711047,Disbursement,2011-03-25T00:00:00.000Z,28165.95,EUR,2011-03-25T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0011108400711047 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010703800711016_02-07-2007-00:00:00_Disbursement,1100001184,1000000071,0010703800711016,Disbursement,2007-02-07T00:00:00.000Z,153381.14,EUR,2007-02-07T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010703800711016 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0011108700711048_03-28-2011-00:00:00_Disbursement,1100001184,1000000071,0011108700711048,Disbursement,2011-03-28T00:00:00.000Z,38433.39,EUR,2011-03-28T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0011108700711048 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0011115200711049_06-01-2011-00:00:00_Disbursement,1100001184,1000000071,0011115200711049,Disbursement,2011-06-01T00:00:00.000Z,35898.77,EUR,2011-06-01T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0011115200711049 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0011124400711050_09-01-2011-00:00:00_Disbursement,1100001184,1000000071,0011124400711050,Disbursement,2011-09-01T00:00:00.000Z,23388.63,EUR,2011-09-01T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0011124400711050 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0011016700711045_06-16-2010-00:00:00_Disbursement,1100001184,1000000071,0011016700711045,Disbursement,2010-06-16T00:00:00.000Z,48187.64,EUR,2010-06-16T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0011016700711045 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010504100711003_02-10-2005-00:00:00_Disbursement,1100001184,1000000071,0010504100711003,Disbursement,2005-02-10T00:00:00.000Z,76306.21,EUR,2005-02-10T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010504100711003 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010715500711024_06-04-2007-00:00:00_Disbursement,1100001184,1000000071,0010715500711024,Disbursement,2007-06-04T00:00:00.000Z,140771.61,EUR,2007-06-04T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010715500711024 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000071_0010713700711023_05-17-2007-00:00:00_Disbursement,1100001184,1000000071,0010713700711023,Disbursement,2007-05-17T00:00:00.000Z,94356.13,EUR,2007-05-17T00:00:00.000Z,1000000071 G-B-BE-36-,IFAD,MINISTRY OF FINANCE,Money is disbursed through central Ministry of Finance or Treasury,,MZ,ESA,1000000071 0010713700711023 Direct Payment/Reimbursement,C01, ,3,1,20,110
