id,parent_project_id,project_id,rfd_ref_no,transaction_type,transaction_date,value,currency,value_date,description,provider_org,receiver_org,disbursement_channel,sector,recipient_country,recipient_region,narrative,aid_type,tied_status,transaction_code,disbursement_channel_code,flow_type,finance_type
1000000005__12-05-1994-00:00:00_Commitment,1100000365,1000000005,,Commitment,1994-12-05T00:00:00.000Z,100957653.71,BEF,1994-12-05T00:00:00.000Z,1000000005 G-B-B-13-,IFAD,OFFICE OF MACRO-POLICY & INTERNATIONAL ECONOMIC COOPERATION,Money is disbursed through central Ministry of Finance or Treasury,,ER,ESA,1000000005 GRANTS,C01, ,2,1,20,110
1000000005_0019529100051013_10-18-1995-00:00:00_Disbursement,1100000365,1000000005,0019529100051013,Disbursement,1995-10-18T00:00:00.000Z,6585557.73,BEF,1995-10-18T00:00:00.000Z,1000000005 G-B-B-13-,IFAD,OFFICE OF MACRO-POLICY & INTERNATIONAL ECONOMIC COOPERATION,Money is disbursed through central Ministry of Finance or Treasury,,ER,ESA,1000000005 0019529100051013 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000005_0010429600051027_10-22-2004-00:00:00_Disbursement,1100000365,1000000005,0010429600051027,Disbursement,2004-10-22T00:00:00.000Z,3771741.52,BEF,2004-10-22T00:00:00.000Z,1000000005 G-B-B-13-,IFAD,OFFICE OF MACRO-POLICY & INTERNATIONAL ECONOMIC COOPERATION,Money is disbursed through central Ministry of Finance or Treasury,,ER,ESA,1000000005 0010429600051027 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000005_0010510400051028_04-14-2005-00:00:00_Disbursement,1100000365,1000000005,0010510400051028,Disbursement,2005-04-14T00:00:00.000Z,663232.51,BEF,2005-04-14T00:00:00.000Z,1000000005 G-B-B-13-,IFAD,OFFICE OF MACRO-POLICY & INTERNATIONAL ECONOMIC COOPERATION,Money is disbursed through central Ministry of Finance or Treasury,,ER,ESA,1000000005 0010510400051028 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000005_0010615900051034_06-08-2006-00:00:00_Disbursement,1100000365,1000000005,0010615900051034,Disbursement,2006-06-08T00:00:00.000Z,3364722.96,BEF,2006-06-08T00:00:00.000Z,1000000005 G-B-B-13-,IFAD,OFFICE OF MACRO-POLICY & INTERNATIONAL ECONOMIC COOPERATION,Money is disbursed through central Ministry of Finance or Treasury,,ER,ESA,1000000005 0010615900051034 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000005_0010004900051010_02-18-2000-00:00:00_Disbursement,1100000365,1000000005,0010004900051010,Disbursement,2000-02-18T00:00:00.000Z,445635.4,BEF,2000-02-18T00:00:00.000Z,1000000005 G-B-B-13-,IFAD,OFFICE OF MACRO-POLICY & INTERNATIONAL ECONOMIC COOPERATION,Money is disbursed through central Ministry of Finance or Treasury,,ER,ESA,1000000005 0010004900051010 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000005_0010021700051004_08-04-2000-00:00:00_Disbursement,1100000365,1000000005,0010021700051004,Disbursement,2000-08-04T00:00:00.000Z,106071.0,BEF,2000-08-04T00:00:00.000Z,1000000005 G-B-B-13-,IFAD,OFFICE OF MACRO-POLICY & INTERNATIONAL ECONOMIC COOPERATION,Money is disbursed through central Ministry of Finance or Treasury,,ER,ESA,1000000005 0010021700051004 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000005_0010106100051006_03-02-2001-00:00:00_Disbursement,1100000365,1000000005,0010106100051006,Disbursement,2001-03-02T00:00:00.000Z,206837.61,BEF,2001-03-02T00:00:00.000Z,1000000005 G-B-B-13-,IFAD,OFFICE OF MACRO-POLICY & INTERNATIONAL ECONOMIC COOPERATION,Money is disbursed through central Ministry of Finance or Treasury,,ER,ESA,1000000005 0010106100051006 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000005_0010515800051029_06-07-2005-00:00:00_Disbursement,1100000365,1000000005,0010515800051029,Disbursement,2005-06-07T00:00:00.000Z,1069932.85,BEF,2005-06-07T00:00:00.000Z,1000000005 G-B-B-13-,IFAD,OFFICE OF MACRO-POLICY & INTERNATIONAL ECONOMIC COOPERATION,Money is disbursed through central Ministry of Finance or Treasury,,ER,ESA,1000000005 0010515800051029 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000005_0010611100051033_04-21-2006-00:00:00_Disbursement,1100000365,1000000005,0010611100051033,Disbursement,2006-04-21T00:00:00.000Z,1143378.23,BEF,2006-04-21T00:00:00.000Z,1000000005 G-B-B-13-,IFAD,OFFICE OF MACRO-POLICY & INTERNATIONAL ECONOMIC COOPERATION,Money is disbursed through central Ministry of Finance or Treasury,,ER,ESA,1000000005 0010611100051033 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000005_0019525400051001_09-11-1995-00:00:00_Disbursement,1100000365,1000000005,0019525400051001,Disbursement,1995-09-11T00:00:00.000Z,6902900.13,BEF,1995-09-11T00:00:00.000Z,1000000005 G-B-B-13-,IFAD,OFFICE OF MACRO-POLICY & INTERNATIONAL ECONOMIC COOPERATION,Money is disbursed through central Ministry of Finance or Treasury,,ER,ESA,1000000005 0019525400051001 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000005_0010318200051021_07-01-2003-00:00:00_Disbursement,1100000365,1000000005,0010318200051021,Disbursement,2003-07-01T00:00:00.000Z,2902594.45,BEF,2003-07-01T00:00:00.000Z,1000000005 G-B-B-13-,IFAD,OFFICE OF MACRO-POLICY & INTERNATIONAL ECONOMIC COOPERATION,Money is disbursed through central Ministry of Finance or Treasury,,ER,ESA,1000000005 0010318200051021 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000005_0010112000051009_04-30-2001-00:00:00_Disbursement,1100000365,1000000005,0010112000051009,Disbursement,2001-04-30T00:00:00.000Z,8309713.03,BEF,2001-04-30T00:00:00.000Z,1000000005 G-B-B-13-,IFAD,OFFICE OF MACRO-POLICY & INTERNATIONAL ECONOMIC COOPERATION,Money is disbursed through central Ministry of Finance or Treasury,,ER,ESA,1000000005 0010112000051009 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000005_0010106700051008_03-08-2001-00:00:00_Disbursement,1100000365,1000000005,0010106700051008,Disbursement,2001-03-08T00:00:00.000Z,9499.73,BEF,2001-03-08T00:00:00.000Z,1000000005 G-B-B-13-,IFAD,OFFICE OF MACRO-POLICY & INTERNATIONAL ECONOMIC COOPERATION,Money is disbursed through central Ministry of Finance or Treasury,,ER,ESA,1000000005 0010106700051008 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000005_0010212300051017_05-03-2002-00:00:00_Disbursement,1100000365,1000000005,0010212300051017,Disbursement,2002-05-03T00:00:00.000Z,21910026.91,BEF,2002-05-03T00:00:00.000Z,1000000005 G-B-B-13-,IFAD,OFFICE OF MACRO-POLICY & INTERNATIONAL ECONOMIC COOPERATION,Money is disbursed through central Ministry of Finance or Treasury,,ER,ESA,1000000005 0010212300051017 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000005_0010004900051012_02-18-2000-00:00:00_Disbursement,1100000365,1000000005,0010004900051012,Disbursement,2000-02-18T00:00:00.000Z,755850.98,BEF,2000-02-18T00:00:00.000Z,1000000005 G-B-B-13-,IFAD,OFFICE OF MACRO-POLICY & INTERNATIONAL ECONOMIC COOPERATION,Money is disbursed through central Ministry of Finance or Treasury,,ER,ESA,1000000005 0010004900051012 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000005_0010424000051026_08-27-2004-00:00:00_Disbursement,1100000365,1000000005,0010424000051026,Disbursement,2004-08-27T00:00:00.000Z,2312017.23,BEF,2004-08-27T00:00:00.000Z,1000000005 G-B-B-13-,IFAD,OFFICE OF MACRO-POLICY & INTERNATIONAL ECONOMIC COOPERATION,Money is disbursed through central Ministry of Finance or Treasury,,ER,ESA,1000000005 0010424000051026 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000005_0010407500051024_03-15-2004-00:00:00_Disbursement,1100000365,1000000005,0010407500051024,Disbursement,2004-03-15T00:00:00.000Z,1064236.75,BEF,2004-03-15T00:00:00.000Z,1000000005 G-B-B-13-,IFAD,OFFICE OF MACRO-POLICY & INTERNATIONAL ECONOMIC COOPERATION,Money is disbursed through central Ministry of Finance or Treasury,,ER,ESA,1000000005 0010407500051024 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000005_0010102900051005_01-29-2001-00:00:00_Disbursement,1100000365,1000000005,0010102900051005,Disbursement,2001-01-29T00:00:00.000Z,2621333.89,BEF,2001-01-29T00:00:00.000Z,1000000005 G-B-B-13-,IFAD,OFFICE OF MACRO-POLICY & INTERNATIONAL ECONOMIC COOPERATION,Money is disbursed through central Ministry of Finance or Treasury,,ER,ESA,1000000005 0010102900051005 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000005_0010004900051011_02-18-2000-00:00:00_Disbursement,1100000365,1000000005,0010004900051011,Disbursement,2000-02-18T00:00:00.000Z,1244122.45,BEF,2000-02-18T00:00:00.000Z,1000000005 G-B-B-13-,IFAD,OFFICE OF MACRO-POLICY & INTERNATIONAL ECONOMIC COOPERATION,Money is disbursed through central Ministry of Finance or Treasury,,ER,ESA,1000000005 0010004900051011 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000005_0010210000051016_04-10-2002-00:00:00_Disbursement,1100000365,1000000005,0010210000051016,Disbursement,2002-04-10T00:00:00.000Z,1710754.59,BEF,2002-04-10T00:00:00.000Z,1000000005 G-B-B-13-,IFAD,OFFICE OF MACRO-POLICY & INTERNATIONAL ECONOMIC COOPERATION,Money is disbursed through central Ministry of Finance or Treasury,,ER,ESA,1000000005 0010210000051016 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000005_0010324600051022_09-03-2003-00:00:00_Disbursement,1100000365,1000000005,0010324600051022,Disbursement,2003-09-03T00:00:00.000Z,1116060.39,BEF,2003-09-03T00:00:00.000Z,1000000005 G-B-B-13-,IFAD,OFFICE OF MACRO-POLICY & INTERNATIONAL ECONOMIC COOPERATION,Money is disbursed through central Ministry of Finance or Treasury,,ER,ESA,1000000005 0010324600051022 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000005_0010401200051023_01-12-2004-00:00:00_Disbursement,1100000365,1000000005,0010401200051023,Disbursement,2004-01-12T00:00:00.000Z,5854367.52,BEF,2004-01-12T00:00:00.000Z,1000000005 G-B-B-13-,IFAD,OFFICE OF MACRO-POLICY & INTERNATIONAL ECONOMIC COOPERATION,Money is disbursed through central Ministry of Finance or Treasury,,ER,ESA,1000000005 0010401200051023 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000005_0010011100051003_04-20-2000-00:00:00_Disbursement,1100000365,1000000005,0010011100051003,Disbursement,2000-04-20T00:00:00.000Z,2091857.0,BEF,2000-04-20T00:00:00.000Z,1000000005 G-B-B-13-,IFAD,OFFICE OF MACRO-POLICY & INTERNATIONAL ECONOMIC COOPERATION,Money is disbursed through central Ministry of Finance or Treasury,,ER,ESA,1000000005 0010011100051003 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000005_0010227400051019_10-01-2002-00:00:00_Disbursement,1100000365,1000000005,0010227400051019,Disbursement,2002-10-01T00:00:00.000Z,1333837.74,BEF,2002-10-01T00:00:00.000Z,1000000005 G-B-B-13-,IFAD,OFFICE OF MACRO-POLICY & INTERNATIONAL ECONOMIC COOPERATION,Money is disbursed through central Ministry of Finance or Treasury,,ER,ESA,1000000005 0010227400051019 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000005_0019700900051014_01-09-1997-00:00:00_Disbursement,1100000365,1000000005,0019700900051014,Disbursement,1997-01-09T00:00:00.000Z,1524921.3,BEF,1997-01-09T00:00:00.000Z,1000000005 G-B-B-13-,IFAD,OFFICE OF MACRO-POLICY & INTERNATIONAL ECONOMIC COOPERATION,Money is disbursed through central Ministry of Finance or Treasury,,ER,ESA,1000000005 0019700900051014 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000005_0019734900051015_12-15-1997-00:00:00_Disbursement,1100000365,1000000005,0019734900051015,Disbursement,1997-12-15T00:00:00.000Z,2228470.43,BEF,1997-12-15T00:00:00.000Z,1000000005 G-B-B-13-,IFAD,OFFICE OF MACRO-POLICY & INTERNATIONAL ECONOMIC COOPERATION,Money is disbursed through central Ministry of Finance or Treasury,,ER,ESA,1000000005 0019734900051015 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000005_0010420900051025_07-27-2004-00:00:00_Disbursement,1100000365,1000000005,0010420900051025,Disbursement,2004-07-27T00:00:00.000Z,3922028.22,BEF,2004-07-27T00:00:00.000Z,1000000005 G-B-B-13-,IFAD,OFFICE OF MACRO-POLICY & INTERNATIONAL ECONOMIC COOPERATION,Money is disbursed through central Ministry of Finance or Treasury,,ER,ESA,1000000005 0010420900051025 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000005_0010217900051018_06-28-2002-00:00:00_Disbursement,1100000365,1000000005,0010217900051018,Disbursement,2002-06-28T00:00:00.000Z,524267.6,BEF,2002-06-28T00:00:00.000Z,1000000005 G-B-B-13-,IFAD,OFFICE OF MACRO-POLICY & INTERNATIONAL ECONOMIC COOPERATION,Money is disbursed through central Ministry of Finance or Treasury,,ER,ESA,1000000005 0010217900051018 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000005_0019832000051002_11-16-1998-00:00:00_Disbursement,1100000365,1000000005,0019832000051002,Disbursement,1998-11-16T00:00:00.000Z,5476234.0,BEF,1998-11-16T00:00:00.000Z,1000000005 G-B-B-13-,IFAD,OFFICE OF MACRO-POLICY & INTERNATIONAL ECONOMIC COOPERATION,Money is disbursed through central Ministry of Finance or Treasury,,ER,ESA,1000000005 0019832000051002 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000005_0010519500051030_07-14-2005-00:00:00_Disbursement,1100000365,1000000005,0010519500051030,Disbursement,2005-07-14T00:00:00.000Z,2701641.1,BEF,2005-07-14T00:00:00.000Z,1000000005 G-B-B-13-,IFAD,OFFICE OF MACRO-POLICY & INTERNATIONAL ECONOMIC COOPERATION,Money is disbursed through central Ministry of Finance or Treasury,,ER,ESA,1000000005 0010519500051030 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000005_0010532200051031_11-18-2005-00:00:00_Disbursement,1100000365,1000000005,0010532200051031,Disbursement,2005-11-18T00:00:00.000Z,2391252.36,BEF,2005-11-18T00:00:00.000Z,1000000005 G-B-B-13-,IFAD,OFFICE OF MACRO-POLICY & INTERNATIONAL ECONOMIC COOPERATION,Money is disbursed through central Ministry of Finance or Treasury,,ER,ESA,1000000005 0010532200051031 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000005_0010611100051032_04-21-2006-00:00:00_Disbursement,1100000365,1000000005,0010611100051032,Disbursement,2006-04-21T00:00:00.000Z,2365727.21,BEF,2006-04-21T00:00:00.000Z,1000000005 G-B-B-13-,IFAD,OFFICE OF MACRO-POLICY & INTERNATIONAL ECONOMIC COOPERATION,Money is disbursed through central Ministry of Finance or Treasury,,ER,ESA,1000000005 0010611100051032 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000005_0010305200051020_02-21-2003-00:00:00_Disbursement,1100000365,1000000005,0010305200051020,Disbursement,2003-02-21T00:00:00.000Z,2326828.89,BEF,2003-02-21T00:00:00.000Z,1000000005 G-B-B-13-,IFAD,OFFICE OF MACRO-POLICY & INTERNATIONAL ECONOMIC COOPERATION,Money is disbursed through central Ministry of Finance or Treasury,,ER,ESA,1000000005 0010305200051020 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000006___Commitment,1000000006,1000000006,,Commitment,,39058593.0,BEF,,1000000006 G-B-B-14-,IFAD,UNITED NATIONS CHILDREN'S FUND,Money is disbursed through central Ministry of Finance or Treasury,,CH,ESA,1000000006 GRANTS,C01, ,2,1,20,110
1000000006_0019817000061002_06-19-1998-00:00:00_Disbursement,1000000006,1000000006,0019817000061002,Disbursement,1998-06-19T00:00:00.000Z,6246520.0,BEF,1998-06-19T00:00:00.000Z,1000000006 G-B-B-14-,IFAD,UNITED NATIONS CHILDREN'S FUND,Money is disbursed through central Ministry of Finance or Treasury,,CH,ESA,1000000006 0019817000061002 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000006_0019932200061003_11-18-1999-00:00:00_Disbursement,1000000006,1000000006,0019932200061003,Disbursement,1999-11-18T00:00:00.000Z,4122988.0,BEF,1999-11-18T00:00:00.000Z,1000000006 G-B-B-14-,IFAD,UNITED NATIONS CHILDREN'S FUND,Money is disbursed through central Ministry of Finance or Treasury,,CH,ESA,1000000006 0019932200061003 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000006_0019934200061004_12-08-1999-00:00:00_Disbursement,1000000006,1000000006,0019934200061004,Disbursement,1999-12-08T00:00:00.000Z,23338228.0,BEF,1999-12-08T00:00:00.000Z,1000000006 G-B-B-14-,IFAD,UNITED NATIONS CHILDREN'S FUND,Money is disbursed through central Ministry of Finance or Treasury,,CH,ESA,1000000006 0019934200061004 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000006_0019726200061001_09-19-1997-00:00:00_Disbursement,1000000006,1000000006,0019726200061001,Disbursement,1997-09-19T00:00:00.000Z,5350857.0,BEF,1997-09-19T00:00:00.000Z,1000000006 G-B-B-14-,IFAD,UNITED NATIONS CHILDREN'S FUND,Money is disbursed through central Ministry of Finance or Treasury,,CH,ESA,1000000006 0019726200061001 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000007___Commitment,1000000007,1000000007,,Commitment,,150000000.0,BEF,,1000000007 G-B-B-15-,IFAD,"MINISTRY OF FINANCE, PLANNING AND ECONOMIC DEVELOPMENT",Money is disbursed through central Ministry of Finance or Treasury,,UG,ESA,1000000007 GRANTS,C01, ,2,1,20,110
1000000007_0019726200071018_09-19-1997-00:00:00_Disbursement,1000000007,1000000007,0019726200071018,Disbursement,1997-09-19T00:00:00.000Z,3972261.0,BEF,1997-09-19T00:00:00.000Z,1000000007 G-B-B-15-,IFAD,"MINISTRY OF FINANCE, PLANNING AND ECONOMIC DEVELOPMENT",Money is disbursed through central Ministry of Finance or Treasury,,UG,ESA,1000000007 0019726200071018 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000007_0019725900071015_09-16-1997-00:00:00_Disbursement,1000000007,1000000007,0019725900071015,Disbursement,1997-09-16T00:00:00.000Z,4625214.0,BEF,1997-09-16T00:00:00.000Z,1000000007 G-B-B-15-,IFAD,"MINISTRY OF FINANCE, PLANNING AND ECONOMIC DEVELOPMENT",Money is disbursed through central Ministry of Finance or Treasury,,UG,ESA,1000000007 0019725900071015 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000007_0019828100071040_10-08-1998-00:00:00_Disbursement,1000000007,1000000007,0019828100071040,Disbursement,1998-10-08T00:00:00.000Z,2378571.0,BEF,1998-10-08T00:00:00.000Z,1000000007 G-B-B-15-,IFAD,"MINISTRY OF FINANCE, PLANNING AND ECONOMIC DEVELOPMENT",Money is disbursed through central Ministry of Finance or Treasury,,UG,ESA,1000000007 0019828100071040 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000007_0019809200071031_04-02-1998-00:00:00_Disbursement,1000000007,1000000007,0019809200071031,Disbursement,1998-04-02T00:00:00.000Z,846068.0,BEF,1998-04-02T00:00:00.000Z,1000000007 G-B-B-15-,IFAD,"MINISTRY OF FINANCE, PLANNING AND ECONOMIC DEVELOPMENT",Money is disbursed through central Ministry of Finance or Treasury,,UG,ESA,1000000007 0019809200071031 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000007_0019835100071041_12-17-1998-00:00:00_Disbursement,1000000007,1000000007,0019835100071041,Disbursement,1998-12-17T00:00:00.000Z,1597001.0,BEF,1998-12-17T00:00:00.000Z,1000000007 G-B-B-15-,IFAD,"MINISTRY OF FINANCE, PLANNING AND ECONOMIC DEVELOPMENT",Money is disbursed through central Ministry of Finance or Treasury,,UG,ESA,1000000007 0019835100071041 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000007_0019702100071026_01-21-1997-00:00:00_Disbursement,1000000007,1000000007,0019702100071026,Disbursement,1997-01-21T00:00:00.000Z,8024951.0,BEF,1997-01-21T00:00:00.000Z,1000000007 G-B-B-15-,IFAD,"MINISTRY OF FINANCE, PLANNING AND ECONOMIC DEVELOPMENT",Money is disbursed through central Ministry of Finance or Treasury,,UG,ESA,1000000007 0019702100071026 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000007_0019723100071016_08-19-1997-00:00:00_Disbursement,1000000007,1000000007,0019723100071016,Disbursement,1997-08-19T00:00:00.000Z,502674.0,BEF,1997-08-19T00:00:00.000Z,1000000007 G-B-B-15-,IFAD,"MINISTRY OF FINANCE, PLANNING AND ECONOMIC DEVELOPMENT",Money is disbursed through central Ministry of Finance or Treasury,,UG,ESA,1000000007 0019723100071016 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000007_0019809200071032_04-02-1998-00:00:00_Disbursement,1000000007,1000000007,0019809200071032,Disbursement,1998-04-02T00:00:00.000Z,1139605.0,BEF,1998-04-02T00:00:00.000Z,1000000007 G-B-B-15-,IFAD,"MINISTRY OF FINANCE, PLANNING AND ECONOMIC DEVELOPMENT",Money is disbursed through central Ministry of Finance or Treasury,,UG,ESA,1000000007 0019809200071032 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000007_0019717700071010_06-26-1997-00:00:00_Disbursement,1000000007,1000000007,0019717700071010,Disbursement,1997-06-26T00:00:00.000Z,7727509.0,BEF,1997-06-26T00:00:00.000Z,1000000007 G-B-B-15-,IFAD,"MINISTRY OF FINANCE, PLANNING AND ECONOMIC DEVELOPMENT",Money is disbursed through central Ministry of Finance or Treasury,,UG,ESA,1000000007 0019717700071010 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000007_0019713200071008_05-12-1997-00:00:00_Disbursement,1000000007,1000000007,0019713200071008,Disbursement,1997-05-12T00:00:00.000Z,471914.0,BEF,1997-05-12T00:00:00.000Z,1000000007 G-B-B-15-,IFAD,"MINISTRY OF FINANCE, PLANNING AND ECONOMIC DEVELOPMENT",Money is disbursed through central Ministry of Finance or Treasury,,UG,ESA,1000000007 0019713200071008 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000007_0019725900071017_09-16-1997-00:00:00_Disbursement,1000000007,1000000007,0019725900071017,Disbursement,1997-09-16T00:00:00.000Z,488121.0,BEF,1997-09-16T00:00:00.000Z,1000000007 G-B-B-15-,IFAD,"MINISTRY OF FINANCE, PLANNING AND ECONOMIC DEVELOPMENT",Money is disbursed through central Ministry of Finance or Treasury,,UG,ESA,1000000007 0019725900071017 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000007_0019903400071043_02-03-1999-00:00:00_Disbursement,1000000007,1000000007,0019903400071043,Disbursement,1999-02-03T00:00:00.000Z,7114365.0,BEF,1999-02-03T00:00:00.000Z,1000000007 G-B-B-15-,IFAD,"MINISTRY OF FINANCE, PLANNING AND ECONOMIC DEVELOPMENT",Money is disbursed through central Ministry of Finance or Treasury,,UG,ESA,1000000007 0019903400071043 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000007_0019918900071045_07-08-1999-00:00:00_Disbursement,1000000007,1000000007,0019918900071045,Disbursement,1999-07-08T00:00:00.000Z,10595208.0,BEF,1999-07-08T00:00:00.000Z,1000000007 G-B-B-15-,IFAD,"MINISTRY OF FINANCE, PLANNING AND ECONOMIC DEVELOPMENT",Money is disbursed through central Ministry of Finance or Treasury,,UG,ESA,1000000007 0019918900071045 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000007_0019629000071001_10-16-1996-00:00:00_Disbursement,1000000007,1000000007,0019629000071001,Disbursement,1996-10-16T00:00:00.000Z,15814500.0,BEF,1996-10-16T00:00:00.000Z,1000000007 G-B-B-15-,IFAD,"MINISTRY OF FINANCE, PLANNING AND ECONOMIC DEVELOPMENT",Money is disbursed through central Ministry of Finance or Treasury,,UG,ESA,1000000007 0019629000071001 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000007_0019902700071042_01-27-1999-00:00:00_Disbursement,1000000007,1000000007,0019902700071042,Disbursement,1999-01-27T00:00:00.000Z,1716960.0,BEF,1999-01-27T00:00:00.000Z,1000000007 G-B-B-15-,IFAD,"MINISTRY OF FINANCE, PLANNING AND ECONOMIC DEVELOPMENT",Money is disbursed through central Ministry of Finance or Treasury,,UG,ESA,1000000007 0019902700071042 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000007_0019804800071029_02-17-1998-00:00:00_Disbursement,1000000007,1000000007,0019804800071029,Disbursement,1998-02-17T00:00:00.000Z,6067113.0,BEF,1998-02-17T00:00:00.000Z,1000000007 G-B-B-15-,IFAD,"MINISTRY OF FINANCE, PLANNING AND ECONOMIC DEVELOPMENT",Money is disbursed through central Ministry of Finance or Treasury,,UG,ESA,1000000007 0019804800071029 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000007_0019728300071020_10-10-1997-00:00:00_Disbursement,1000000007,1000000007,0019728300071020,Disbursement,1997-10-10T00:00:00.000Z,481089.0,BEF,1997-10-10T00:00:00.000Z,1000000007 G-B-B-15-,IFAD,"MINISTRY OF FINANCE, PLANNING AND ECONOMIC DEVELOPMENT",Money is disbursed through central Ministry of Finance or Treasury,,UG,ESA,1000000007 0019728300071020 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000007_0019804700071028_02-16-1998-00:00:00_Disbursement,1000000007,1000000007,0019804700071028,Disbursement,1998-02-16T00:00:00.000Z,4462871.0,BEF,1998-02-16T00:00:00.000Z,1000000007 G-B-B-15-,IFAD,"MINISTRY OF FINANCE, PLANNING AND ECONOMIC DEVELOPMENT",Money is disbursed through central Ministry of Finance or Treasury,,UG,ESA,1000000007 0019804700071028 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000007_0019818400071037_07-03-1998-00:00:00_Disbursement,1000000007,1000000007,0019818400071037,Disbursement,1998-07-03T00:00:00.000Z,3219329.0,BEF,1998-07-03T00:00:00.000Z,1000000007 G-B-B-15-,IFAD,"MINISTRY OF FINANCE, PLANNING AND ECONOMIC DEVELOPMENT",Money is disbursed through central Ministry of Finance or Treasury,,UG,ESA,1000000007 0019818400071037 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000007_0019710600071006_04-16-1997-00:00:00_Disbursement,1000000007,1000000007,0019710600071006,Disbursement,1997-04-16T00:00:00.000Z,942743.0,BEF,1997-04-16T00:00:00.000Z,1000000007 G-B-B-15-,IFAD,"MINISTRY OF FINANCE, PLANNING AND ECONOMIC DEVELOPMENT",Money is disbursed through central Ministry of Finance or Treasury,,UG,ESA,1000000007 0019710600071006 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000007_0019719800071012_07-17-1997-00:00:00_Disbursement,1000000007,1000000007,0019719800071012,Disbursement,1997-07-17T00:00:00.000Z,2349515.0,BEF,1997-07-17T00:00:00.000Z,1000000007 G-B-B-15-,IFAD,"MINISTRY OF FINANCE, PLANNING AND ECONOMIC DEVELOPMENT",Money is disbursed through central Ministry of Finance or Treasury,,UG,ESA,1000000007 0019719800071012 Direct Payment/Reimbursement,C01, ,3,1,20,110
1000000007_0019701600071004_01-16-1997-00:00:00_Disbursement,1000000007,1000000007,0019701600071004,Disbursement,1997-01-16T00:00:00.000Z,437042.0,BEF,1997-01-16T00:00:00.000Z,1000000007 G-B-B-15-,IFAD,"MINISTRY OF FINANCE, PLANNING AND ECONOMIC DEVELOPMENT",Money is disbursed through central Ministry of Finance or Treasury,,UG,ESA,1000000007 0019701600071004 Direct Payment/Reimbursement,C01, ,3,1,20,110
